0,1,2
give me the flights and fares on december twenty seventh from indianapolis to orlando," ""O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name"""," ""flight+airfare"""
what flights are available wednesday afternoon from denver to san francisco," ""O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what are the flights from tacoma to san jose also on tuesday the eighteenth of may," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O B-depart_date.day_number O B-depart_date.month_name"""," ""flight"""
what 's the ground transportation like at pittsburgh," ""O O O O O O O B-city_name"""," ""ground_service"""
list daily flights from boston to oakland using united airlines," ""O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name"""," ""flight"""
in the next two days i want to fly from nashville to san jose or to tacoma," ""O O B-depart_date.date_relative O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-or O B-toloc.city_name"""," ""flight"""
how many flights does each airline have with business class service," ""O O O O O O O O B-class_type I-class_type O"""," ""quantity"""
what flights from st. paul to kansas city on friday with supper served," ""O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-meal_description O"""," ""flight"""
show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth," ""O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number B-or B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number"""," ""flight"""
what are the flights available between 10 am and 3 pm between pittsburgh and fort worth," ""O O O O O O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
list all flights from memphis to seattle," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
airline code as," ""O O B-airline_code"""," ""airline"""
show me the flights from san francisco to boston," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me all flights from san diego to phoenix on a boeing 737," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-aircraft_code"""," ""flight"""
may i have a list of flights going from boston to denver on the twenty ninth of july," ""O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name"""," ""flight"""
could you tell me the cheapest fare from atlanta to boston on thirty first of august," ""O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name"""," ""airfare"""
which united airlines flight flies from boston to san francisco and makes a stopover in philadelphia," ""O B-airline_name I-airline_name O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name"""," ""flight"""
what are the latest flights from boston to dallas on the evening of july seventh," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
can you tell me how to get from the airport in philadelphia to downtown," ""O O O O O O O O O O O B-fromloc.city_name O O"""," ""flight"""
what is bna," ""O O B-airport_code"""," ""abbreviation"""
now show me the flights from denver to atlanta," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the cost of flight dl 106 from philadelphia to boston," ""O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
what stops does dl 838 make from san francisco to atlanta," ""O B-flight_stop O B-airline_code B-flight_number O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what are the cheapest round trip flights from denver to atlanta," ""O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what are the flights from atlanta to dallas," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
delta flights to san francisco please," ""B-airline_name O O B-toloc.city_name I-toloc.city_name O"""," ""flight"""
i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal," ""O O O O O O B-flight_mod O O B-depart_date.day_name O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-meal"""," ""flight"""
what are the costs of car rental in dallas," ""O O O O O B-transport_type I-transport_type O B-city_name"""," ""ground_fare"""
what airlines fly from boston to pittsburgh," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
can you tell me which flights go from memphis to tacoma and make a stop in los angeles," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name"""," ""flight"""
what is the cheapest round trip fare between boston and san francisco," ""O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
show me ground transportation information for pittsburgh," ""O O O O O O B-city_name"""," ""ground_service"""
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount"""," ""flight+airfare"""
what is the fare from boston to oakland on united airlines," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name"""," ""airfare"""
show me the latest flight from salt lake city to phoenix," ""O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me all the eastern airlines flights leaving pittsburgh between 12 and 4 in the afternoon," ""O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-depart_time.start_time O B-depart_time.end_time O O B-depart_time.period_of_day"""," ""flight"""
show me flights from denver to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
flights from newark to boston," ""O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the first flight from atlanta to boston leaving on thursday september fifth," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
all united airlines flights with stopovers in denver," ""O B-airline_name I-airline_name O O O O B-stoploc.city_name"""," ""flight"""
show flights from boston to denver on wednesday morning," ""O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
show me all the twa flights from indianapolis to houston that arrive around 11 am," ""O O O O B-airline_code O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time"""," ""flight"""
show me the direct flights from san francisco to boston," ""O O O B-connect O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i 'd like to find the cheapest flight from boston to san francisco," ""O O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
show me round trip fares from denver to philadelphia," ""O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
i want to go from denver to atlanta round trip and make a stop at pittsburgh is this possible," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O O O O O B-stoploc.city_name O O O"""," ""flight"""
please tell me which airline has the most departures from atlanta," ""O O O O O O O B-mod O O B-fromloc.city_name"""," ""airline"""
what are the flights from atlanta to baltimore," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me round trip fares from san jose to salt lake city," ""O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name"""," ""airfare"""
explain the restriction ap 80," ""O O O B-restriction_code I-restriction_code"""," ""abbreviation"""
show me the flights from salt lake city to milwaukee," ""O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me us air fares for next sunday from miami to cleveland," ""O O B-airline_name I-airline_name O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
list a round trip fare from kansas city to minneapolis flights," ""O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O"""," ""airfare"""
show me flights from pittsburgh to san francisco," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
show me all flights from baltimore to dallas," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
can you show me the cheapest round trip flights between denver and pittsburgh," ""O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
how many passengers fit on a d9s," ""O O O O O O B-aircraft_code"""," ""capacity"""
i would like a flight from denver to pittsburgh," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me the flights from boston to atlanta," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i need a flight from san francisco to boston that leaves after 10 pm," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
what flights from boston arrive in dallas fort worth before 5 pm," ""O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time"""," ""flight"""
please show me ground transportation in denver," ""O O O O O O B-city_name"""," ""ground_service"""
find travel arrangements for a round trip flight from boston to pittsburgh," ""O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the coach fare between boston and atlanta on delta," ""O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name O B-airline_name"""," ""airfare"""
list flights from pittsburgh to atlanta on the evening of august sixth," ""O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
i would like your rates between atlanta and boston on september third," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number"""," ""airfare"""
i would like to fly from boston to denver early in the morning," ""O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod O O B-depart_time.period_of_day"""," ""flight"""
looking for a flight from denver to salt lake city," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name"""," ""flight"""
show me all the flights from columbus to baltimore," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
and flight from oakland to boston leaving after midnight," ""O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.period_of_day"""," ""flight"""
what does the abbreviation dl mean," ""O O O O B-airline_code O"""," ""abbreviation"""
could i have a list of flights in first class on monday from san francisco to pittsburgh starting at noon and afterwards," ""O O O O O O O O B-class_type I-class_type O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time O B-depart_time.time_relative"""," ""flight"""
